Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2018;L3300;;;;;;;;;;8,2;9,7;11,3;13,5;16,7;10,7;403;482;595;753;935;646;60;11390;89358;Estimation directe
B3300;2018;L3300;;;;;;;;;Maison 1-3P;6,6;9,0;10,8;12,4;14,4;10,2;480;586;700;818;879;696;68;509;4211;Estimation directe
B3300;2018;L3300;;;;;;;;;Ensemble 4P+;6,7;8,1;9,3;10,5;11,7;9,2;642;750;888;1050;1286;932;102;1692;14347;Estimation directe
B3300;2018;L3300;;;;;;;;;Maison 4P+;6,5;8,1;9,3;10,5;11,7;9,1;695;800;931;1100;1300;972;107;819;5851;Estimation directe
B3300;2018;L3300;;;;;;;;;Appart 1P;11,8;13,4;15,6;18,6;20,6;15,4;352;385;418;460;513;425;28;1127;22802;Estimation directe
B3300;2018;L3300;;;;;;;;;Appart 2P;9,6;10,9;12,0;13,4;15,3;11,9;445;490;533;581;640;537;45;4676;29532;Estimation directe
B3300;2018;L3300;;;;;;;;;Appart 3P;8,3;9,6;10,5;11,4;12,6;10,3;550;626;683;755;850;695;67;3386;18467;Estimation directe
B3300;2018;L3300;;;;;;;;;Appart 4P+;7,0;8,1;9,2;10,5;11,6;9,3;600;685;815;965;1214;875;94;873;8495;Estimation directe
B3300;2018;L3300;;;;;;;;;Ensemble 1P;11,8;13,4;15,6;18,6;20,6;15,4;352;385;418;460;515;425;28;1138;23037;Estimation directe
B3300;2018;L3300;;;;;;;;;Ensemble 2P;9,5;10,8;11,9;13,4;15,3;11,8;442;490;531;582;645;536;45;4761;30817;Estimation directe
B3300;2018;L3300;;;;;;;;;Ensemble 3P;7,8;9,4;10,5;11,6;13,1;10,3;550;630;696;782;870;706;69;3799;21157;Estimation directe
B3300;2018;L3300;;;;;;;;Maison 1-3P;;6,6;9,0;10,8;12,4;14,4;10,2;480;586;700;818;879;696;68;509;4211;Estimation directe
B3300;2018;L3300;;;;;;;;Ensemble 4P+;;6,7;8,1;9,3;10,5;11,7;9,2;642;750;888;1050;1286;932;102;1692;14347;Estimation directe
B3300;2018;L3300;;;;;;;;Maison 4P+;;6,5;8,1;9,3;10,5;11,7;9,1;695;800;931;1100;1300;972;107;819;5851;Estimation directe
B3300;2018;L3300;;;;;;;;Appart 1P;;11,8;13,4;15,6;18,6;20,6;15,4;352;385;418;460;513;425;28;1127;22802;Estimation directe
B3300;2018;L3300;;;;;;;;Appart 2P;;9,6;10,9;12,0;13,4;15,3;11,9;445;490;533;581;640;537;45;4676;29532;Estimation directe
B3300;2018;L3300;;;;;;;;Appart 3P;;8,3;9,6;10,5;11,4;12,6;10,3;550;626;683;755;850;695;67;3386;18467;Estimation directe
B3300;2018;L3300;;;;;;;;Appart 4P+;;7,0;8,1;9,2;10,5;11,6;9,3;600;685;815;965;1214;875;94;873;8495;Estimation directe
B3300;2018;L3300;;;;;;;;Ensemble 1P;;11,8;13,4;15,6;18,6;20,6;15,4;352;385;418;460;515;425;28;1138;23037;Estimation directe
B3300;2018;L3300;;;;;;;;Ensemble 2P;;9,5;10,8;11,9;13,4;15,3;11,8;442;490;531;582;645;536;45;4761;30817;Estimation directe
B3300;2018;L3300;;;;;;;;Ensemble 3P;;7,8;9,4;10,5;11,6;13,1;10,3;550;630;696;782;870;706;69;3799;21157;Estimation directe
B3300;2018;L3300;;;;;;;1. Moins de 1 an;;;9,3;10,4;11,9;14,4;18,0;11,6;410;479;583;749;935;642;56;5553;;Estimation directe
B3300;2018;L3300;;;;;;;1. Moins de 1 an;;Ensemble 4P+;8,1;8,9;9,8;10,8;11,9;9,8;745;821;935;1110;1300;993;102;690;;Estimation directe
B3300;2018;L3300;;;;;;;1. Moins de 1 an;;Ensemble 1P;12,0;14,0;16,0;19,3;22,3;15,9;360;398;430;470;530;438;27;638;;Estimation directe
B3300;2018;L3300;;;;;;;1. Moins de 1 an;;Ensemble 2P;10,3;11,1;12,2;13,8;15,5;12,3;455;500;540;600;660;552;45;2361;;Estimation directe
B3300;2018;L3300;;;;;;;1. Moins de 1 an;;Ensemble 3P;9,2;10,0;10,8;12,0;13,8;10,9;594;650;706;788;880;725;66;1864;;Estimation directe
B3300;2018;L3300;;;;;;;2. 1 an et plus;;;7,7;9,3;11,0;13,0;15,8;10,3;400;486;600;757;935;648;63;5837;;Estimation directe
B3300;2018;L3300;;;;;;;2. 1 an et plus;;Ensemble 4P+;6,5;7,9;9,1;10,3;11,5;9,0;626;724;862;1035;1276;911;102;1002;;Estimation directe
B3300;2018;L3300;;;;;;;2. 1 an et plus;;Ensemble 1P;11,7;13,2;15,5;17,9;20,0;15,0;350;380;406;450;500;416;28;500;;Estimation directe
B3300;2018;L3300;;;;;;;2. 1 an et plus;;Ensemble 2P;9,1;10,6;11,8;13,3;15,2;11,6;437;480;528;575;627;528;46;2400;;Estimation directe
B3300;2018;L3300;;;;;;;2. 1 an et plus;;Ensemble 3P;7,5;9,0;10,3;11,4;12,6;10,0;540;612;690;781;863;696;70;1935;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;;;9,3;10,4;11,9;14,4;18,0;11,6;410;479;583;749;935;642;56;5553;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Maison 1-3P;;8,7;10,7;12,7;14,2;15,3;11,7;490;639;750;850;950;742;63;173;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Ensemble 4P+;;8,1;8,9;9,8;10,8;11,9;9,8;745;821;935;1110;1300;993;102;690;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Maison 4P+;;7,4;8,6;9,7;10,8;12,2;9,6;800;880;980;1153;1330;1036;108;289;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Appart 1P;;12,0;14,1;16,0;19,3;22,3;16,0;360;398;430;470;530;437;27;631;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Appart 2P;;10,3;11,1;12,2;13,8;15,4;12,3;455;502;540;596;660;551;45;2329;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Appart 3P;;9,3;10,0;10,7;11,8;13,1;10,8;580;645;698;757;870;713;66;1730;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Appart 4P+;;8,4;9,1;9,9;10,8;11,7;10,1;697;799;863;1015;1200;934;93;401;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Ensemble 1P;;12,0;14,0;16,0;19,3;22,3;15,9;360;398;430;470;530;438;27;638;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Ensemble 2P;;10,3;11,1;12,2;13,8;15,5;12,3;455;500;540;600;660;552;45;2361;;Estimation directe
B3300;2018;L3300;;;;;;1. Moins de 1 an;;Ensemble 3P;;9,2;10,0;10,8;12,0;13,8;10,9;594;650;706;788;880;725;66;1864;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;;;7,7;9,3;11,0;13,0;15,8;10,3;400;486;600;757;935;648;63;5837;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Maison 1-3P;;6,5;8,5;10,3;11,7;13,6;9,8;460;568;700;801;870;683;70;336;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Ensemble 4P+;;6,5;7,9;9,1;10,3;11,5;9,0;626;724;862;1035;1276;911;102;1002;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Maison 4P+;;6,4;8,1;9,2;10,3;11,5;8,9;680;796;910;1087;1277;950;106;530;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Appart 1P;;11,7;13,2;15,5;17,9;20,0;15,0;350;380;406;450;500;416;28;496;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Appart 2P;;9,3;10,7;11,8;13,3;15,2;11,7;440;484;529;575;625;529;45;2347;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Appart 3P;;7,8;9,2;10,3;11,2;12,3;10,1;536;602;672;750;850;685;68;1656;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Appart 4P+;;6,5;7,7;8,9;10,2;11,6;9,0;580;650;779;950;1221;852;94;472;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Ensemble 1P;;11,7;13,2;15,5;17,9;20,0;15,0;350;380;406;450;500;416;28;500;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Ensemble 2P;;9,1;10,6;11,8;13,3;15,2;11,6;437;480;528;575;627;528;46;2400;;Estimation directe
B3300;2018;L3300;;;;;;2. 1 an et plus;;Ensemble 3P;;7,5;9,0;10,3;11,4;12,6;10,0;540;612;690;781;863;696;70;1935;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;;;;7,4;9,3;11,7;14,5;17,7;10,6;400;480;582;750;951;647;61;1792;32255;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;;;Ensemble 4P+;5,6;7,4;9,0;10,6;12,2;8,7;580;720;935;1200;1415;979;112;311;4612;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;;;Ensemble 1P;11,6;14,1;16,9;19,5;22,5;16,0;352;390;429;480;539;436;27;280;8622;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;;;Ensemble 2P;8,7;10,6;12,3;14,3;16,3;11,9;420;480;538;620;679;544;46;641;11807;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;;;Ensemble 3P;6,6;8,5;10,5;12,1;14,0;10,1;524;600;700;828;900;711;71;560;7214;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;1. Moins de 1 an;;;9,3;10,9;13,0;15,3;19,0;12,0;420;485;600;775;960;665;55;715;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;1. Moins de 1 an;;Maison 1-3P;8,3;10,7;12,9;15,3;16,6;12,0;480;515;762;855;877;722;60;70;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;1. Moins de 1 an;;Maison 4P+;6,2;7,6;9,3;11,4;12,9;9,2;650;850;996;1217;1557;1073;116;61;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;1. Moins de 1 an;;Appart 1P;14,1;14,9;17,7;20,4;24,7;17,4;362;406;450;510;555;456;26;131;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;1. Moins de 1 an;;Appart 2P;10,0;11,4;13,2;14,8;17,0;12,8;455;505;575;646;709;580;45;242;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;1. Moins de 1 an;;Appart 3P;8,3;10,3;11,6;12,9;14,0;11,3;550;628;720;820;925;739;66;175;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;36;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;2. 1 an et plus;;;6,7;8,7;11,1;13,8;17,0;10,1;395;476;573;733;950;640;63;1077;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;2. 1 an et plus;;Maison 1-3P;6,3;7,8;9,7;11,8;14,0;9,5;442;550;660;800;879;665;70;161;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;2. 1 an et plus;;Maison 4P+;5,0;6,8;9,0;10,0;11,7;8,3;650;725;909;1171;1350;969;117;121;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;2. 1 an et plus;;Appart 1P;10,5;13,3;16,5;19,1;20,0;15,2;345;385;410;480;509;425;28;143;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;2. 1 an et plus;;Appart 2P;8,6;10,4;12,0;14,1;16,5;11,8;420;474;526;600;658;531;45;341;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;2. 1 an et plus;;Appart 3P;6,7;8,4;10,1;11,4;13,3;9,7;500;572;666;778;870;685;71;218;;Estimation directe
B3300;2018;L3300;;;;;1. Avant 1946;;2. 1 an et plus;;Appart 4P+;5,9;6,7;8,2;10,3;11,9;8,7;520;600;830;1155;1415;916;106;93;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;;;;7,3;8,8;10,2;12,0;15,1;9,9;410;500;620;750;921;645;65;686;12158;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 4P+;6,7;8,0;8,9;9,8;11,0;8,9;600;650;750;921;1100;809;91;275;3243;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 1P;12,4;14,0;15,5;18,6;21,5;15,6;350;370;410;449;500;422;27;85;2318;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 2P;8,9;10,0;11,3;12,9;14,1;11,2;404;445;501;550;620;502;45;124;3261;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 3P;7,7;9,1;10,0;11,0;12,0;9,9;506;550;650;740;840;657;66;202;3336;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;8,3;9,8;11,4;13,9;16,8;10,9;375;445;600;787;962;640;59;277;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;19;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;44;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Appart 1P;12,4;13,0;14,8;18,4;23,5;15,4;350;380;410;470;540;433;28;59;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Appart 2P;10,1;10,6;11,9;12,9;14,1;11,6;360;445;490;566;635;501;43;52;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Appart 3P;8,8;9,5;10,4;10,8;11,5;10,0;500;540;650;736;840;648;65;58;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;45;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;2. 1 an et plus;;;7,3;8,6;9,7;11,3;14,0;9,5;425;517;630;740;900;647;68;409;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;25;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;2. 1 an et plus;;Maison 4P+;6,3;7,1;9,4;10,0;11,3;8,9;600;700;824;971;1300;885;99;80;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;26;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 2P;8,9;10,0;11,1;13,4;14,1;11,1;413;450;501;550;589;497;45;62;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 3P;7,4;8,5;9,6;10,7;11,3;9,3;498;539;606;669;740;607;65;110;;Estimation directe
B3300;2018;L3300;;;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 4P+;7,0;7,6;8,7;9,5;10,1;8,5;550;630;691;750;864;697;82;106;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;;;;8,4;9,7;11,7;14,3;17,1;10,9;380;425;540;690;880;591;54;1204;19467;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 4P+;6,4;8,1;9,1;10,2;11,1;8,9;631;728;857;980;1213;888;99;236;2957;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 1P;11,6;13,0;15,0;17,4;19,7;14,8;350;379;403;445;483;411;28;310;6632;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 2P;9,5;10,8;11,8;13,2;14,5;11,7;443;484;533;570;605;529;45;366;6150;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 3P;8,2;9,2;10,0;11,1;12,5;10,1;573;630;680;771;850;700;69;292;3728;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;9,7;10,8;12,7;15,9;19,4;12,1;398;425;535;654;850;581;48;506;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;17;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;49;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;1. Moins de 1 an;;Appart 1P;12,0;14,3;15,9;18,7;21,0;15,7;370;400;420;450;510;429;27;151;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;1. Moins de 1 an;;Appart 2P;10,1;11,1;12,1;13,1;16,1;12,2;481;520;550;581;641;554;45;154;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;1. Moins de 1 an;;Appart 3P;9,0;9,7;10,2;11,5;12,9;10,7;620;631;690;750;829;707;66;101;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;34;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;2. 1 an et plus;;;8,1;9,2;11,2;13,5;15,8;10,3;370;425;540;700;885;596;58;698;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;26;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;2. 1 an et plus;;Maison 4P+;5,9;8,1;8,9;10,0;10,9;8,7;650;800;881;971;1309;903;104;86;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;2. 1 an et plus;;Appart 1P;11,5;12,4;14,2;16,7;18,8;14,2;336;368;399;430;462;398;28;158;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;2. 1 an et plus;;Appart 2P;9,5;10,6;11,7;13,4;14,4;11,5;432;480;522;557;600;518;45;209;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;2. 1 an et plus;;Appart 3P;7,8;8,7;9,7;10,8;12,4;9,6;536;600;650;726;850;674;70;152;;Estimation directe
B3300;2018;L3300;;;;;3. Entre 1971-1990;;2. 1 an et plus;;Appart 4P+;7,2;7,7;8,3;9,7;10,8;8,8;612;650;749;800;986;776;88;67;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;;;;8,7;10,0;11,4;13,6;17,1;11,0;420;501;600;800;990;677;61;1419;15295;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 4P+;7,6;8,7;9,6;10,8;11,9;9,7;740;809;938;1118;1276;1013;104;264;1771;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 1P;12,9;14,8;16,4;19,3;20,8;16,2;374;400;420;450;513;434;27;189;4115;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 2P;9,8;10,8;11,8;13,2;14,8;11,9;465;507;541;581;619;546;46;540;5945;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 3P;8,7;9,8;10,7;11,6;12,5;10,5;600;666;730;802;880;735;70;426;3464;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;1. Moins de 1 an;;;8,8;10,5;12,0;15,4;19,3;11,6;405;465;560;733;912;630;54;540;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;17;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;1. Moins de 1 an;;Maison 4P+;8,3;8,5;8,9;10,2;11,2;9,1;875;900;957;1110;1300;1024;112;56;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;1. Moins de 1 an;;Appart 1P;12,9;15,3;17,3;20,0;20,8;16,6;367;400;430;470;520;435;26;106;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;1. Moins de 1 an;;Appart 2P;9,8;11,0;12,1;14,0;15,8;12,2;455;515;541;589;650;550;45;189;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;1. Moins de 1 an;;Appart 3P;9,3;10,1;10,7;11,7;14,0;11,0;633;661;720;750;880;727;66;152;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;20;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;2. 1 an et plus;;;8,6;9,8;11,2;12,8;15,6;10,8;420;513;620;817;1057;701;65;879;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;2. 1 an et plus;;Maison 1-3P;7,8;9,7;11,3;11,9;13,3;10,5;530;678;780;831;870;738;70;57;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;2. 1 an et plus;;Maison 4P+;8,1;8,7;9,7;10,7;11,9;9,7;730;800;946;1119;1250;994;103;143;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;2. 1 an et plus;;Appart 1P;13,0;14,4;16,1;19,0;20,8;16,2;390;400;415;450;513;426;26;80;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;2. 1 an et plus;;Appart 2P;10,1;10,8;11,7;12,6;14,0;11,7;479;506;541;583;610;544;46;347;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;2. 1 an et plus;;Appart 3P;8,4;9,6;10,3;11,2;11,7;10,3;588;656;711;786;883;721;70;207;;Estimation directe
B3300;2018;L3300;;;;;4. Entre 1991-2005;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;45;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;;;;9,2;10,1;11,1;12,3;13,4;10,8;460;520;641;780;900;664;61;6289;10182;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;;;Ensemble 4P+;8,1;9,0;9,8;10,6;11,4;9,8;769;820;880;981;1118;929;95;606;1763;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;;;Ensemble 1P;11,5;12,0;12,9;14,5;17,0;13,2;322;384;419;457;500;414;31;274;1350;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;;;Ensemble 2P;10,4;11,1;11,9;12,9;13,9;11,9;465;500;527;560;599;530;45;3090;3654;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;;;Ensemble 3P;9,5;10,1;10,7;11,4;12,4;10,7;614;650;691;750;830;704;66;2319;3415;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;1. Moins de 1 an;;;9,4;10,2;11,1;12,2;13,4;11,0;459;515;632;763;902;663;60;3515;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;1. Moins de 1 an;;Maison 1-3P;10,1;10,8;12,7;14,2;14,2;12,1;636;687;710;798;850;735;61;50;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;1. Moins de 1 an;;Maison 4P+;9,1;9,3;10,3;10,7;11,3;10,1;805;854;936;1118;1300;993;98;79;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;1. Moins de 1 an;;Appart 1P;11,3;11,9;12,4;13,9;15,7;12,8;306;361;414;444;500;408;32;184;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;1. Moins de 1 an;;Appart 2P;10,5;11,2;11,9;12,7;13,7;11,9;470;500;523;556;600;529;44;1692;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;1. Moins de 1 an;;Appart 3P;9,6;10,0;10,5;11,2;12,2;10,7;621;650;686;728;800;701;66;1244;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;1. Moins de 1 an;;Appart 4P+;9,0;9,3;9,9;10,7;11,5;10,2;787;815;852;960;1121;922;91;266;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;2. 1 an et plus;;;8,8;10,0;11,1;12,3;13,4;10,7;462;524;647;784;895;665;62;2774;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;2. 1 an et plus;;Maison 1-3P;6,3;9,2;10,6;11,7;14,0;9,9;500;650;718;784;864;706;71;67;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;2. 1 an et plus;;Maison 4P+;7,8;8,1;9,3;10,2;12,2;9,4;800;850;898;1052;1114;952;102;100;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;2. 1 an et plus;;Appart 1P;11,6;12,2;13,4;15,6;17,0;13,6;330;395;436;458;472;419;31;89;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;2. 1 an et plus;;Appart 2P;9,8;11,1;12,0;12,9;14,2;11,9;462;500;530;566;594;531;45;1388;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;2. 1 an et plus;;Appart 3P;9,6;10,1;10,8;11,5;12,4;10,8;607;650;690;756;827;702;65;969;;Estimation directe
B3300;2018;L3300;;;;;5. Après 2005;;2. 1 an et plus;;Appart 4P+;8,3;9,0;10,0;10,6;11,3;9,8;692;791;850;900;969;853;87;161;;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;;;7,4;9,3;11,7;14,5;17,7;10,6;400;480;582;750;951;647;61;1792;32255;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Maison 1-3P;;6,4;8,2;10,7;12,9;15,3;9,9;442;550;687;820;879;676;68;231;1928;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Ensemble 4P+;;5,6;7,4;9,0;10,6;12,2;8,7;580;720;935;1200;1415;979;112;311;4612;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Maison 4P+;;5,0;7,3;9,0;10,6;12,0;8,5;650;745;945;1193;1400;996;117;182;1811;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Appart 1P;;11,5;14,1;16,9;19,5;22,5;16,0;352;390;430;480;539;436;27;274;8516;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Appart 2P;;9,0;10,7;12,4;14,4;16,6;12,1;430;480;540;620;670;547;45;583;11179;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Appart 3P;;7,5;8,6;10,6;12,0;13,8;10,2;524;585;687;800;904;704;69;393;6020;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Appart 4P+;;5,9;7,5;9,0;10,6;12,5;9,0;550;640;896;1200;1450;956;106;129;2802;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Ensemble 1P;;11,6;14,1;16,9;19,5;22,5;16,0;352;390;429;480;539;436;27;280;8622;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Ensemble 2P;;8,7;10,6;12,3;14,3;16,3;11,9;420;480;538;620;679;544;46;641;11807;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;;;Ensemble 3P;;6,6;8,5;10,5;12,1;14,0;10,1;524;600;700;828;900;711;71;560;7214;Estimation directe
